game_time,team,side,position,player,status,title_text,likelihood_pct
10:00 PM ET,MIN,AWAY,F,T. Shannon,Ques,Toss Up To Play,50
10:00 PM ET,UTA,AWAY,F,G. Niang,Out,Very Unlikely To Play,0
10:00 PM ET,UTA,AWAY,C,W. Kessler,OFS,Very Likely To Play,0
10:00 PM ET,GSW,HOME,C,Al Horford,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,HOME,C,D. Green,Ques,Toss Up To Play,50
10:00 PM ET,GSW,HOME,G,D. Melton,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,HOME,F,J. Kuminga,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,C,D. Sabonis,Out,Very Unlikely To Play,0
7:00 PM ET,CLE,AWAY,G,C. Porter,Ques,Toss Up To Play,50
7:00 PM ET,CLE,AWAY,C,J. Allen,Ques,Toss Up To Play,50
7:00 PM ET,CLE,AWAY,G,L. Ball,Ques,Toss Up To Play,50
7:00 PM ET,CLE,AWAY,F,Max Strus,Out,Very Unlikely To Play,0
7:00 PM ET,CLE,AWAY,G,S. Merrill,Ques,Toss Up To Play,50
7:00 PM ET,DET,AWAY,F,B. Klintman,Out,Very Unlikely To Play,0
7:00 PM ET,DET,AWAY,G,C. LeVert,Prob,Likely To Play,75
7:00 PM ET,DET,AWAY,G,J. Ivey,Prob,Likely To Play,75
7:00 PM ET,DET,AWAY,G,M. Sasser,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,F,A. Nesmith,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,J. Furphy,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Kam Jones,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,F,Obi Toppin,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Q. Jackson,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,T. Haliburton,OFS,Very Likely To Play,0
7:00 PM ET,TOR,HOME,C,J. Poeltl,Ques,Toss Up To Play,50
7:00 PM ET,TOR,HOME,F,R. Barrett,Doubt,Unlikely To Play,25
7:30 PM ET,DAL,AWAY,C,A. Davis,Doubt,Unlikely To Play,25
7:30 PM ET,DAL,AWAY,G,B. Williams,Ques,Toss Up To Play,50
7:30 PM ET,DAL,AWAY,C,D. Lively,Out,Very Unlikely To Play,0
7:30 PM ET,DAL,AWAY,G,Dante Exum,OFS,Very Likely To Play,0
7:30 PM ET,DAL,AWAY,G,K. Irving,Out,Very Unlikely To Play,0
7:30 PM ET,DAL,AWAY,G,R. Nembhard,Ques,Toss Up To Play,50
7:30 PM ET,NYK,AWAY,G,L. Shamet,Out,Very Unlikely To Play,0
