player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,SAC,2025-11-19,PTS,mgm,31.5,-110.0,-118.0
Tyrese Maxey,PHI,TOR,2025-11-19,PTS,mgm,31.5,-110.0,-120.0
Anthony Edwards,MIN,WAS,2025-11-19,PTS,mgm,28.5,-125.0,-105.0
Deni Avdija,POR,CHI,2025-11-19,PTS,mgm,29.5,-115.0,-118.0
Nikola Jokic,DEN,@NOP,2025-11-19,PTS,mgm,29.5,-110.0,-120.0
Donovan Mitchell,CLE,HOU,2025-11-19,PTS,mgm,28.5,105.0,-145.0
Jalen Brunson,NYK,@DAL,2025-11-19,PTS,mgm,26.5,-110.0,-120.0
Kevin Durant,HOU,@CLE,2025-11-19,PTS,mgm,26.5,-115.0,-115.0
Pascal Siakam,IND,CHA,2025-11-19,PTS,mgm,25.5,-120.0,-110.0
Jamal Murray,DEN,@NOP,2025-11-19,PTS,mgm,23.5,-115.0,-118.0
Norman Powell,MIA,GSW,2025-11-19,PTS,mgm,24.5,100.0,-130.0
Karl-Anthony Towns,NYK,@DAL,2025-11-19,PTS,mgm,24.5,105.0,-140.0
LaMelo Ball,CHA,@IND,2025-11-19,PTS,mgm,22.5,-115.0,-118.0
Jerami Grant,POR,CHI,2025-11-19,PTS,mgm,23.5,-110.0,-120.0
Julius Randle,MIN,WAS,2025-11-19,PTS,mgm,23.5,-105.0,-130.0
Alperen Sengun,HOU,@CLE,2025-11-19,PTS,mgm,22.5,-110.0,-120.0
Miles Bridges,CHA,@IND,2025-11-19,PTS,mgm,22.5,-118.0,-110.0
Coby White,CHI,@POR,2025-11-19,PTS,mgm,20.5,-120.0,-110.0
Brandon Ingram,TOR,@PHI,2025-11-19,PTS,mgm,20.5,-115.0,-118.0
Josh Giddey,CHI,@POR,2025-11-19,PTS,mgm,19.5,-130.0,-105.0
Bennedict Mathurin,IND,CHA,2025-11-19,PTS,mgm,20.5,-120.0,-110.0
Moses Moody,GSW,@MIA,2025-11-19,PTS,mgm,19.5,-105.0,-130.0
Bam Adebayo,MIA,GSW,2025-11-19,PTS,mgm,19.5,105.0,-140.0
Scottie Barnes,TOR,@PHI,2025-11-19,PTS,mgm,18.5,-125.0,-105.0
RJ Barrett,TOR,@PHI,2025-11-19,PTS,mgm,19.5,-105.0,-125.0
Zach LaVine,SAC,@OKC,2025-11-19,PTS,mgm,19.5,-110.0,-118.0
Trey Murphy,NOP,DEN,2025-11-19,PTS,mgm,19.5,105.0,-140.0
Zion Williamson,NOP,DEN,2025-11-19,PTS,mgm,19.5,-110.0,-120.0
DeMar DeRozan,SAC,@OKC,2025-11-19,PTS,mgm,18.5,-115.0,-115.0
Aaron Gordon,DEN,@NOP,2025-11-19,PTS,mgm,17.5,-120.0,-110.0
Chet Holmgren,OKC,SAC,2025-11-19,PTS,mgm,17.5,-118.0,-110.0
Evan Mobley,CLE,HOU,2025-11-19,PTS,mgm,18.5,-110.0,-120.0
Will Richard,GSW,@MIA,2025-11-19,PTS,mgm,17.5,-105.0,-125.0
Amen Thompson,HOU,@CLE,2025-11-19,PTS,mgm,17.5,-120.0,-110.0
Andrew Wiggins,MIA,GSW,2025-11-19,PTS,mgm,18.5,-105.0,-130.0
Mikal Bridges,NYK,@DAL,2025-11-19,PTS,mgm,16.5,-130.0,-105.0
Quentin Grimes,PHI,TOR,2025-11-19,PTS,mgm,16.5,-125.0,-105.0
Kon Knueppel,CHA,@IND,2025-11-19,PTS,mgm,17.5,-115.0,-115.0
Andrew Nembhard,IND,CHA,2025-11-19,PTS,mgm,17.5,-110.0,-118.0
Collin Sexton,CHA,@IND,2025-11-19,PTS,mgm,16.5,-105.0,-125.0
P.J. Washington,DAL,NYK,2025-11-19,PTS,mgm,16.5,-110.0,-118.0
VJ Edgecombe,PHI,TOR,2025-11-19,PTS,mgm,15.5,-115.0,-115.0
Cooper Flagg,DAL,NYK,2025-11-19,PTS,mgm,16.5,-105.0,-130.0
De'Andre Hunter,CLE,HOU,2025-11-19,PTS,mgm,16.5,-115.0,-115.0
Jaime Jaquez,MIA,GSW,2025-11-19,PTS,mgm,16.5,-110.0,-120.0
Ajay Mitchell,OKC,SAC,2025-11-19,PTS,mgm,15.5,100.0,-130.0
Brandin Podziemski,GSW,@MIA,2025-11-19,PTS,mgm,16.5,-118.0,-110.0
Immanuel Quickley,TOR,@PHI,2025-11-19,PTS,mgm,15.5,-135.0,100.0
Nikola Vucevic,CHI,@POR,2025-11-19,PTS,mgm,15.5,-118.0,-110.0
Matas Buzelis,CHI,@POR,2025-11-19,PTS,mgm,14.5,-120.0,-110.0
Toumani Camara,POR,CHI,2025-11-19,PTS,mgm,15.5,-120.0,-110.0
Donte DiVincenzo,MIN,WAS,2025-11-19,PTS,mgm,14.5,-110.0,-120.0
Jeremiah Fears,NOP,DEN,2025-11-19,PTS,mgm,14.5,-130.0,100.0
Russell Westbrook,SAC,@OKC,2025-11-19,PTS,mgm,14.5,105.0,-140.0
Jarrett Allen,CLE,HOU,2025-11-19,PTS,mgm,12.5,-125.0,-105.0
Jordan Clarkson,NYK,@DAL,2025-11-19,PTS,mgm,12.5,-118.0,-115.0
Cameron Johnson,DEN,@NOP,2025-11-19,PTS,mgm,12.5,-115.0,-115.0
Naz Reid,MIN,WAS,2025-11-19,PTS,mgm,13.5,-120.0,-110.0
Jabari Smith,HOU,@CLE,2025-11-19,PTS,mgm,13.5,100.0,-135.0
Rudy Gobert,MIN,WAS,2025-11-19,PTS,mgm,12.5,105.0,-145.0
Isaiah Hartenstein,OKC,SAC,2025-11-19,PTS,mgm,12.5,-105.0,-130.0
Isaiah Joe,OKC,SAC,2025-11-19,PTS,mgm,12.5,-118.0,-110.0
Malik Monk,SAC,@OKC,2025-11-19,PTS,mgm,10.5,-150.0,110.0
Jakob Poeltl,TOR,@PHI,2025-11-19,PTS,mgm,12.5,100.0,-135.0
