game_time,team,side,position,player,status,title_text,likelihood_pct
10:00 PM ET,GSW,AWAY,F,A. Toohey,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,AWAY,G,B. Podziemski,Ques,Toss Up To Play,50
10:00 PM ET,GSW,AWAY,C,D. Green,Ques,Toss Up To Play,50
10:00 PM ET,GSW,AWAY,G,D. Melton,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,AWAY,F,J. Butler,Ques,Toss Up To Play,50
10:00 PM ET,GSW,AWAY,G,S. Curry,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,G,A. Caruso,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,C,C. Holmgren,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,F,J. Williams,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,F,K. Williams,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,F,L. Dort,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,G,N. Topic,Out,Very Unlikely To Play,0
10:00 PM ET,OKC,AWAY,C,T. Sorber,OFS,Very Likely To Play,0
10:00 PM ET,SAS,AWAY,G,D. Fox,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,G,D. Harper,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,F,J. Sochan,Ques,Toss Up To Play,50
10:00 PM ET,SAS,AWAY,C,K. Olynyk,Ques,Toss Up To Play,50
10:00 PM ET,SAS,AWAY,C,L. Kornet,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,F,L. Waters,Ques,Toss Up To Play,50
10:00 PM ET,LAL,HOME,G,A. Reaves,Out,Very Unlikely To Play,0
10:00 PM ET,LAL,HOME,F,A. Thiero,Out,Very Unlikely To Play,0
10:00 PM ET,LAL,HOME,G,G. Vincent,Out,Very Unlikely To Play,0
10:00 PM ET,LAL,HOME,F,L. James,Out,Very Unlikely To Play,0
10:00 PM ET,LAL,HOME,C,M. Kleber,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,B. Wesley,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,D. Lillard,OFS,Very Likely To Play,0
10:00 PM ET,POR,HOME,F,M. Thybulle,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,S. Henderson,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,S. Sharpe,Prob,Likely To Play,75
10:00 PM ET,SAC,HOME,C,D. Sabonis,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,F,K. Murray,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,F,Z. LaVine,Out,Very Unlikely To Play,0
7:00 PM ET,BKN,AWAY,F,D. Powell,Out,Very Unlikely To Play,0
7:00 PM ET,BKN,AWAY,F,H. Highsmith,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,AWAY,C,D. Barlow,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,AWAY,C,J. Embiid,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,AWAY,G,J. McCain,Out,Very Unlikely To Play,0
7:00 PM ET,PHI,AWAY,F,P. George,Out,Very Unlikely To Play,0
7:00 PM ET,UTA,AWAY,F,G. Niang,Out,Very Unlikely To Play,0
7:00 PM ET,UTA,AWAY,C,W. Kessler,OFS,Very Likely To Play,0
7:00 PM ET,CLE,HOME,G,D. Garland,Ques,Toss Up To Play,50
7:00 PM ET,CLE,HOME,F,D. Hunter,Ques,Toss Up To Play,50
7:00 PM ET,CLE,HOME,C,J. Allen,Ques,Toss Up To Play,50
