game_time,team,side,position,player,status,title_text,likelihood_pct
10:00 PM ET,HOU,AWAY,F,D. Finney-Smith,Out,Very Unlikely To Play,0
10:00 PM ET,HOU,AWAY,G,F. VanVleet,Out,Very Unlikely To Play,0
10:00 PM ET,HOU,AWAY,F,K. Durant,Out,Very Unlikely To Play,0
10:00 PM ET,HOU,AWAY,C,S. Adams,Out,Very Unlikely To Play,0
10:00 PM ET,HOU,AWAY,F,Tari Eason,Out,Very Unlikely To Play,0
10:00 PM ET,PHX,AWAY,G,G. Allen,Out,Very Unlikely To Play,0
10:00 PM ET,PHX,AWAY,G,J. Green,Out,Very Unlikely To Play,0
10:00 PM ET,PHX,AWAY,F,Ryan Dunn,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,G,D. Harper,Ques,Toss Up To Play,50
10:00 PM ET,SAS,AWAY,G,J. McLaughlin,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,G,S. Castle,Out,Very Unlikely To Play,0
10:00 PM ET,SAS,AWAY,C,V. Wembanyama,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,HOME,C,Al Horford,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,HOME,C,D. Green,Prob,Likely To Play,75
10:00 PM ET,GSW,HOME,G,D. Melton,Out,Very Unlikely To Play,0
10:00 PM ET,GSW,HOME,F,J. Kuminga,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,B. Wesley,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,D. Lillard,OFS,Very Likely To Play,0
10:00 PM ET,POR,HOME,G,J. Holiday,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,F,M. Thybulle,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,S. Henderson,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,S. Sharpe,Ques,Toss Up To Play,50
10:00 PM ET,SAC,HOME,C,D. Sabonis,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,G,D. Schroder,Ques,Toss Up To Play,50
5:00 PM ET,DET,AWAY,F,B. Klintman,Out,Very Unlikely To Play,0
5:00 PM ET,DET,AWAY,G,M. Sasser,Out,Very Unlikely To Play,0
5:00 PM ET,BOS,HOME,F,J. Tatum,Out,Very Unlikely To Play,0
5:00 PM ET,BOS,HOME,C,N. Queta,Out,Very Unlikely To Play,0
7:00 PM ET,NYK,AWAY,G,L. Shamet,Out,Very Unlikely To Play,0
7:00 PM ET,NYK,AWAY,F,OG Anunoby,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,G. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,Josh Green,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,P. Connaughton,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,F,A. Nesmith,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,G,J. Furphy,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,G,Kam Jones,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,F,Obi Toppin,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,G,Q. Jackson,Out,Very Unlikely To Play,0
7:30 PM ET,IND,AWAY,G,T. Haliburton,OFS,Very Likely To Play,0
7:30 PM ET,MIL,AWAY,F,G. Antetokounmpo,Ques,Toss Up To Play,50
7:30 PM ET,MIL,AWAY,G,K. Porter,Out,Very Unlikely To Play,0
7:30 PM ET,MIL,AWAY,F,T. Prince,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,F,A. Wiggins,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,G,D. Smith,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,F,J. Jaquez,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,F,N. Jovic,Ques,Toss Up To Play,50
7:30 PM ET,MIA,HOME,G,N. Powell,Prob,Likely To Play,75
7:30 PM ET,MIA,HOME,G,T. Rozier,Out,Very Unlikely To Play,0
7:30 PM ET,OKC,HOME,F,A. Wiggins,Out,Very Unlikely To Play,0
7:30 PM ET,OKC,HOME,F,J. Williams,Out,Very Unlikely To Play,0
7:30 PM ET,OKC,HOME,G,N. Topic,Out,Very Unlikely To Play,0
7:30 PM ET,OKC,HOME,G,S. Gilgeous-Alexander,Ques,Toss Up To Play,50
7:30 PM ET,OKC,HOME,C,T. Sorber,OFS,Very Likely To Play,0
7:30 PM ET,TOR,HOME,F,RJ Barrett,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,C,B. Clarke,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,G,J. Small,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,G,Ja Morant,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,G,S. Pippen,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,G,Ty Jerome,Out,Very Unlikely To Play,0
8:00 PM ET,MEM,AWAY,C,Z. Edey,Ques,Toss Up To Play,50
8:00 PM ET,NOP,HOME,G,D. Murray,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,F,H. Jones,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,G,J. Poole,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,C,K. Matkovic,Out,Very Unlikely To Play,0
