game_time,team,side,position,player,status,title_text,likelihood_pct
3:30 PM ET,LAC,AWAY,G,B. Beal,OFS,Very Likely To Play,0
3:30 PM ET,LAC,AWAY,F,K. Leonard,Out,Very Unlikely To Play,0
3:30 PM ET,BOS,HOME,F,J. Tatum,Out,Very Unlikely To Play,0
4:00 PM ET,SAC,AWAY,C,D. Sabonis,Ques,Toss Up To Play,50
4:00 PM ET,SAC,AWAY,F,K. Murray,Out,Very Unlikely To Play,0
4:00 PM ET,SAC,AWAY,C,P. Achiuwa,Ques,Toss Up To Play,50
4:00 PM ET,SAS,HOME,G,D. Harper,Out,Very Unlikely To Play,0
4:00 PM ET,SAS,HOME,C,V. Wembanyama,Ques,Toss Up To Play,50
6:00 PM ET,BKN,AWAY,G,Cam Thomas,Out,Very Unlikely To Play,0
6:00 PM ET,BKN,AWAY,F,H. Highsmith,Out,Very Unlikely To Play,0
6:00 PM ET,WAS,HOME,F,B. Coulibaly,Ques,Toss Up To Play,50
7:00 PM ET,GSW,AWAY,G,D. Melton,Out,Very Unlikely To Play,0
7:00 PM ET,GSW,AWAY,F,J. Kuminga,Out,Very Unlikely To Play,0
7:00 PM ET,ORL,AWAY,C,M. Wagner,Out,Very Unlikely To Play,0
7:00 PM ET,ORL,AWAY,F,P. Banchero,Out,Very Unlikely To Play,0
7:00 PM ET,HOU,HOME,F,D. Finney-Smith,Out,Very Unlikely To Play,0
7:00 PM ET,HOU,HOME,G,F. VanVleet,Out,Very Unlikely To Play,0
7:00 PM ET,HOU,HOME,F,Tari Eason,Out,Very Unlikely To Play,0
7:00 PM ET,NOP,HOME,G,D. Murray,Out,Very Unlikely To Play,0
7:00 PM ET,NOP,HOME,G,J. Poole,Out,Very Unlikely To Play,0
7:00 PM ET,NOP,HOME,F,Z. Williamson,Ques,Toss Up To Play,50
7:30 PM ET,POR,AWAY,G,B. Wesley,Out,Very Unlikely To Play,0
7:30 PM ET,POR,AWAY,G,D. Lillard,OFS,Very Likely To Play,0
7:30 PM ET,POR,AWAY,F,M. Thybulle,Out,Very Unlikely To Play,0
7:30 PM ET,POR,AWAY,G,S. Henderson,Out,Very Unlikely To Play,0
7:30 PM ET,DAL,HOME,C,A. Davis,Doubt,Unlikely To Play,25
7:30 PM ET,DAL,HOME,G,Dante Exum,Out,Very Unlikely To Play,0
7:30 PM ET,DAL,HOME,G,K. Irving,Out,Very Unlikely To Play,0
7:30 PM ET,DAL,HOME,F,P. Washington,Prob,Likely To Play,75
7:30 PM ET,DAL,HOME,G,R. Nembhard,Out,Very Unlikely To Play,0
8:00 PM ET,ATL,AWAY,G,Trae Young,Out,Very Unlikely To Play,0
8:00 PM ET,CHI,AWAY,G,C. White,Ques,Toss Up To Play,50
8:00 PM ET,CHI,AWAY,G,J. Giddey,Prob,Likely To Play,75
8:00 PM ET,CHI,AWAY,G,T. Jones,Ques,Toss Up To Play,50
8:00 PM ET,CHI,AWAY,C,Z. Collins,Out,Very Unlikely To Play,0
8:00 PM ET,PHX,HOME,G,G. Allen,Out,Very Unlikely To Play,0
8:00 PM ET,PHX,HOME,G,J. Green,Out,Very Unlikely To Play,0
8:00 PM ET,UTA,HOME,F,G. Niang,Out,Very Unlikely To Play,0
8:00 PM ET,UTA,HOME,F,K. Anderson,Ques,Toss Up To Play,50
8:00 PM ET,UTA,HOME,F,T. Hendricks,Out,Very Unlikely To Play,0
8:00 PM ET,UTA,HOME,C,W. Kessler,OFS,Very Likely To Play,0
