game_time,team,side,position,player,status,title_text,likelihood_pct
5:00 PM ET,MEM,AWAY,C,B. Clarke,Out,Very Unlikely To Play,0
5:00 PM ET,MEM,AWAY,G,C. Coward,Doubt,Unlikely To Play,25
5:00 PM ET,MEM,AWAY,G,J. Small,Out,Very Unlikely To Play,0
5:00 PM ET,MEM,AWAY,F,O. Prosper,Ques,Toss Up To Play,50
5:00 PM ET,MEM,AWAY,G,S. Pippen,Out,Very Unlikely To Play,0
5:00 PM ET,MEM,AWAY,G,Ty Jerome,Out,Very Unlikely To Play,0
5:00 PM ET,MEM,AWAY,C,Z. Edey,Ques,Toss Up To Play,50
5:00 PM ET,CLE,HOME,G,D. Garland,Out,Very Unlikely To Play,0
5:00 PM ET,CLE,HOME,F,J. Tyson,Out,Very Unlikely To Play,0
5:00 PM ET,CLE,HOME,F,Max Strus,Out,Very Unlikely To Play,0
7:00 PM ET,OKC,AWAY,F,A. Wiggins,Out,Very Unlikely To Play,0
7:00 PM ET,OKC,AWAY,F,J. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,OKC,AWAY,F,K. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,OKC,AWAY,F,L. Dort,Ques,Toss Up To Play,50
7:00 PM ET,OKC,AWAY,G,N. Topic,Out,Very Unlikely To Play,0
7:00 PM ET,OKC,AWAY,C,T. Sorber,OFS,Very Likely To Play,0
7:00 PM ET,TOR,AWAY,F,C. Murray-Boyles,Ques,Toss Up To Play,50
7:00 PM ET,TOR,AWAY,F,O. Agbaji,Ques,Toss Up To Play,50
7:00 PM ET,CHA,HOME,F,B. Miller,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,G. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,Josh Green,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,G,L. Ball,Ques,Toss Up To Play,50
7:00 PM ET,CHA,HOME,F,L. McNeeley,Ques,Toss Up To Play,50
7:00 PM ET,CHA,HOME,C,R. Kalkbrenner,Ques,Toss Up To Play,50
7:00 PM ET,IND,HOME,F,A. Nesmith,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,F,B. Mathurin,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,J. Furphy,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Kam Jones,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,F,Obi Toppin,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Q. Jackson,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,T. Haliburton,OFS,Very Likely To Play,0
8:00 PM ET,DEN,AWAY,G,C. Braun,Out,Very Unlikely To Play,0
8:00 PM ET,DEN,AWAY,F,C. Johnson,Out,Very Unlikely To Play,0
8:00 PM ET,DEN,AWAY,C,N. Jokic,Ques,Toss Up To Play,50
8:00 PM ET,LAL,AWAY,G,G. Vincent,Out,Very Unlikely To Play,0
8:00 PM ET,LAL,AWAY,F,L. James,Out,Very Unlikely To Play,0
8:00 PM ET,MIL,HOME,G,K. Porter,Out,Very Unlikely To Play,0
8:00 PM ET,MIL,HOME,F,T. Prince,Out,Very Unlikely To Play,0
8:00 PM ET,MIN,HOME,F,T. Shannon,Out,Very Unlikely To Play,0
