game_time,team,side,position,player,status,title_text,likelihood_pct
10:00 PM ET,CHI,AWAY,C,J. Smith,Prob,Likely To Play,75
10:00 PM ET,CHI,AWAY,G,T. Jones,Ques,Toss Up To Play,50
10:00 PM ET,CHI,AWAY,C,Z. Collins,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,B. Wesley,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,D. Lillard,OFS,Very Likely To Play,0
10:00 PM ET,POR,HOME,F,J. Grant,Ques,Toss Up To Play,50
10:00 PM ET,POR,HOME,G,J. Holiday,Ques,Toss Up To Play,50
10:00 PM ET,POR,HOME,F,M. Thybulle,Out,Very Unlikely To Play,0
10:00 PM ET,POR,HOME,G,S. Henderson,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,AWAY,F,B. Miller,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,AWAY,F,G. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,AWAY,F,Josh Green,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,AWAY,F,L. McNeeley,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,AWAY,G,T. Mann,Doubt,Unlikely To Play,25
7:00 PM ET,HOU,AWAY,F,D. Finney-Smith,Out,Very Unlikely To Play,0
7:00 PM ET,HOU,AWAY,G,F. VanVleet,Out,Very Unlikely To Play,0
7:00 PM ET,HOU,AWAY,F,J. Smith,Ques,Toss Up To Play,50
7:00 PM ET,HOU,AWAY,F,Tari Eason,Out,Very Unlikely To Play,0
7:00 PM ET,TOR,AWAY,F,C. Murray-Boyles,Doubt,Unlikely To Play,25
7:00 PM ET,TOR,AWAY,F,O. Agbaji,Prob,Likely To Play,75
7:00 PM ET,CLE,HOME,G,D. Garland,Out,Very Unlikely To Play,0
7:00 PM ET,CLE,HOME,F,J. Tyson,Out,Very Unlikely To Play,0
7:00 PM ET,CLE,HOME,F,Max Strus,Out,Very Unlikely To Play,0
7:00 PM ET,CLE,HOME,G,S. Merrill,Ques,Toss Up To Play,50
7:00 PM ET,IND,HOME,F,A. Nesmith,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,J. Furphy,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Kam Jones,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,F,Obi Toppin,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,Q. Jackson,Out,Very Unlikely To Play,0
7:00 PM ET,IND,HOME,G,T. Haliburton,OFS,Very Likely To Play,0
