game_time,team,side,position,player,status,title_text,likelihood_pct
10:00 PM ET,ATL,AWAY,G,N. Alexander-Walker,Ques,Toss Up To Play,50
10:00 PM ET,ATL,AWAY,F,N. Durisic,Out,Very Unlikely To Play,0
10:00 PM ET,ATL,AWAY,G,Trae Young,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,C,D. Sabonis,Ques,Toss Up To Play,50
10:00 PM ET,SAC,HOME,F,K. Murray,Out,Very Unlikely To Play,0
10:00 PM ET,SAC,HOME,G,M. Monk,Ques,Toss Up To Play,50
10:00 PM ET,SAC,HOME,F,Z. LaVine,Out,Very Unlikely To Play,0
10:30 PM ET,DEN,AWAY,F,A. Gordon,Prob,Likely To Play,75
10:30 PM ET,DEN,AWAY,G,J. Murray,Prob,Likely To Play,75
10:30 PM ET,LAC,HOME,G,B. Beal,OFS,Very Likely To Play,0
10:30 PM ET,LAC,HOME,F,K. Leonard,Out,Very Unlikely To Play,0
7:00 PM ET,CHI,AWAY,G,Coby White,Out,Very Unlikely To Play,0
7:00 PM ET,CHI,AWAY,G,J. Giddey,Out,Very Unlikely To Play,0
7:00 PM ET,CHI,AWAY,C,Z. Collins,Out,Very Unlikely To Play,0
7:00 PM ET,MIL,AWAY,F,G. Antetokounmpo,Out,Very Unlikely To Play,0
7:00 PM ET,MIL,AWAY,G,K. Porter,Out,Very Unlikely To Play,0
7:00 PM ET,MIL,AWAY,F,T. Prince,Out,Very Unlikely To Play,0
7:00 PM ET,ORL,AWAY,C,M. Wagner,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,B. Miller,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,G. Williams,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,F,Josh Green,Out,Very Unlikely To Play,0
7:00 PM ET,CHA,HOME,G,L. Ball,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,F,A. Thompson,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,G,C. Cunningham,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,F,I. Stewart,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,C,J. Duren,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,G,Jaden Ivey,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,G,M. Sasser,Out,Very Unlikely To Play,0
7:00 PM ET,DET,HOME,F,T. Harris,Out,Very Unlikely To Play,0
7:30 PM ET,CLE,AWAY,G,D. Garland,Out,Very Unlikely To Play,0
7:30 PM ET,CLE,AWAY,G,D. Mitchell,Out,Very Unlikely To Play,0
7:30 PM ET,CLE,AWAY,F,E. Mobley,Out,Very Unlikely To Play,0
7:30 PM ET,CLE,AWAY,F,J. Tyson,Out,Very Unlikely To Play,0
7:30 PM ET,CLE,AWAY,C,L. Nance,Ques,Toss Up To Play,50
7:30 PM ET,CLE,AWAY,F,Max Strus,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,C,B. Clarke,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,G,J. Small,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,G,Ja Morant,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,G,S. Pippen,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,G,Ty Jerome,Out,Very Unlikely To Play,0
7:30 PM ET,MEM,AWAY,C,Zach Edey,Out,Very Unlikely To Play,0
7:30 PM ET,BOS,HOME,F,J. Tatum,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,C,B. Adebayo,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,G,T. Herro,Out,Very Unlikely To Play,0
7:30 PM ET,MIA,HOME,G,T. Rozier,Out,Very Unlikely To Play,0
8:00 PM ET,GSW,AWAY,G,D. Melton,Out,Very Unlikely To Play,0
8:00 PM ET,GSW,AWAY,F,J. Kuminga,Ques,Toss Up To Play,50
8:00 PM ET,GSW,AWAY,C,Q. Post,Prob,Likely To Play,75
8:00 PM ET,POR,AWAY,G,B. Wesley,Out,Very Unlikely To Play,0
8:00 PM ET,POR,AWAY,G,D. Lillard,OFS,Very Likely To Play,0
8:00 PM ET,POR,AWAY,F,M. Thybulle,Out,Very Unlikely To Play,0
8:00 PM ET,POR,AWAY,G,S. Henderson,Out,Very Unlikely To Play,0
8:00 PM ET,WAS,AWAY,F,B. Coulibaly,Out,Very Unlikely To Play,0
8:00 PM ET,HOU,HOME,F,D. Finney-Smith,Out,Very Unlikely To Play,0
8:00 PM ET,HOU,HOME,G,F. VanVleet,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,G,D. Murray,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,G,J. Poole,Out,Very Unlikely To Play,0
8:00 PM ET,NOP,HOME,F,Z. Williamson,Out,Very Unlikely To Play,0
8:00 PM ET,SAS,HOME,G,D. Harper,Out,Very Unlikely To Play,0
8:30 PM ET,PHX,AWAY,G,J. Green,Out,Very Unlikely To Play,0
8:30 PM ET,DAL,HOME,C,A. Davis,Out,Very Unlikely To Play,0
8:30 PM ET,DAL,HOME,C,D. Lively,Ques,Toss Up To Play,50
